accuracy,contents,date,evaluation,id,title
up,테슬라 이자 도지 아빠로 유명한 일론 머스크가 또다시 트윗을 통해 암호화폐에 영향력을 미쳤다. 머스크가 언급한 암호화폐는 하루에  폭등했다.,2021-09-14,1,70887,일론 머스크가 또 새로운 트윗에 시바 플로키 하루에  폭등
up,키르포스 공화국이 암호화폐의 법적 지위를 인정했다.,2021-09-14,1,70886,키프로스 공화국 암호화폐 법적 지위 인정금융 혁신 진행 중
up,코인쉐어스의 디지털 자산 주간 펀드 자금 흐름 보고서에 따르면 지난주 전세계 암호화폐 투자 상품에 만 달러가 순유입됐다. 주 연속 순유입 기록이다. 솔라나 관련 투자 펀드로 만 달러 넘게 유입되며 전체 암호화폐 투자 펀드 자금 유입을 견인했다. 반면  투자 펀드로 유입된 자금은 전주와 비슷했고  투자 상품은 소폭의 순유출만 달러을 기록했다.,2021-09-14,1,70885,전세계 암호화폐 투자 펀드 주 연속 순유입...솔라나 급증
up, 마켓 플레이스 오픈씨의 누적 거래량이 억 달러를 돌파했다. 총 거래자 수는 만명으로 추산됐다. 이는  플랫폼 최대 규모 거래량 기록이다. 위는  게임 엑시 인피니티로 .억 달러의 누적 거래량을 기록하고 있다. 총 이용자 수는 만명이다. 위는 크립토펑크로 .억 달러의 거래량을 나타내고 있다. 총 거래자 수는 명이다.,2021-09-14,1,70884,오픈씨 누적 거래량 억 달러 돌파
up,이더리움. 클라이언트 프리즘 개발사 프리즈매틱랩스가 공식 깃허브 채널을 통해 프리즘  클라이언트 ... 버전을 출시했다고 밝혔다. 이에 따라 이더리움. 테스트넷 프리몬트 상의 모든 노드들은 업그레이드를 진행해야 한다는 게 프리즈매틱랩스 측의 설명이다. 프리몬트는 에폭 높이 에서 알테어 업그레이드를 진행할 예정이다.,2021-09-14,1,70883,. 클라이언트 프리즘 ... 버전 출시
up,디파이 렌딩 플랫폼 포튜브가 공식 채널을 통해 암호화폐 결제 솔루션 알케미 페이와 전략적 파트너십을 체결했다고 일 밝혔다. 이를 통해 양측은 유동성 담보 대출 합성 자산 등 분야에서 협력을 추진한다는 설명이다. 또 이번 파트너십의 일환으로 포튜브는 이더리움 기반 버전에 알케미 페이의 자체 토큰 를 일 시 상장할 예정이라고 덧붙였다. 사용자는  토큰을 포튜브 플랫폼에 예치해 이자 수익을 거둘 수 있으며  토큰을 담보로 기타 자산의 대출이 가능하다는 설명이다.,2021-09-14,1,70882,포튜브 알케미페이와 파트너십 체결... 상장
up,러쉬코인 재단이 공식 채널을 통해 국내 게임 개발사 픽셀그라운드와 플레이투언   관련 서비스 계약을 체결했다고 일 밝혔다. 픽셀그라운드는 한국형 격투게임과 배트로얄 장르를 결합한 서바이벌 게임이다. 이번 협업을 통해 러쉬코인은 픽셀그라운드에 플레이투언 방식을 도입 유저가 게임 플레이와 동시에 코인을 보상받을 수 있는 시스템을 구축할 예정이다. 앞서 러쉬코인 재단은 자체 플레이투언 게임 인피니티러쉬를 월 초 출시할 예정이라고 밝힌 바 있다.,2021-09-14,1,70881,러쉬코인 재단 픽셀그라운드와 플레이투언 게임 서비스 계약
up,미국 대형 헤지펀드 아크 인베스트먼트의 설립자 겸 최고경영자 캐시 우드가 일현지 시간 미국 뉴욕에서 개최된 세계 최대 헤지펀드 포럼 월스트리트 솔트 컨퍼런스에 참석해 비트코인 가격은 년 내 만 달러를 돌파할 가능성이 있다고 말했다. 이와 관련해 그는 만약 우리의 예상이 맞다면 기업들은 보유하고 있는 현금을 암호화폐와 같은 자산에 할당하게 될 것이며 기관 투자자들이 포트폴리오의 를 암호화폐에 할당하기 시작한다면 비트코인 가격이 지금의 배 이상 상승하는 것도 충분히 가능하다고 설명했다. 또 그는 이날 이더리움에 대한 확신이 있으며 투자 포트폴리오 중 를 비트코인 를 이더리움으로 구성하고 있다며 현재 대체불가토큰을 직접 보유하고 있진 않지만  산업의 전망은 밝다고 생각한다고 덧붙였다.,2021-09-14,1,70880,캐시 우드 비트코인 만 달러 돌파 가능... 전망 밝다
up,암호화폐 자산운용사 코인쉐어스가 일 발표한 디지털 자산 펀드 흐름 주간 보고서에 따르면 지난 월 일부터 월 일까지 솔라나 관련 투자 상품으로 유입된 자금이 만 달러를 기록한 것으로 나타났다. 이는 전체 암호화폐 투자 상품에 유입된 자금 만 달러 중 약 .를 차지한다.  투자 상품에 유입된 자금은 전주 대비  증가했으며 해당 기간  가격은  상승한 것으로 나타났다. 코인마켓캡 기준 은 현재 . 오른 . 달러에 거래되고 있다.,2021-09-14,1,70879,데이터 지난주  투자 상품으로 만 달러 유입
up,코인데스크에 따르면 글로벌 회계컨설팅법인 한영이 폴리곤의 블록체인 확장 솔루션인 커미트 체인 스케일링 솔루션   을 도입했다고 밝혔다. 고객사에게 예측 가능한 거래 및 결제 서비스를 제공하기 위함이다. 한영은 폴리곤 솔루션을 기반으로 프라이빗 인더스트리 체인을 구축했다며 이더리움 메인넷과 긴밀한 관계를 유지함과 동시에 이전보다 보안성이 한층 강화된 서비스를 제공할 것이라고 전했다. 한편 한영은 월 디파이 애플리케이션에 시뮬레이션되는 스마트 컨트렉트를 실행하는 테스트 스튜디오를 포함 세대 스마트 컨트렉트 및 토큰 심사 도구  를 출시한 바 있다.,2021-09-14,1,70878,한영 폴리곤 확장 솔루션 도입
up,가장 유망한 블록체인 기술 중 하나로 꼽히는 스마트 컨트랙트의 보안 취약점을 자동으로 검출하는 기술이 등장했다.,2021-09-14,1,70877,블록체인 스마트 컨트랙트 취약점 검출 가능해져기술적 한계 극복
up,영국에서 년 안에 암호화페를 비롯한 디지털 자산이 전통적인 통화를 대체할 것이라는 설문조사 결과가 나왔다.,2021-09-14,1,70876,영국 금융 기업  디지털 자산 년 내 법정화폐 대안 된다
up,미 증권거래 위원회 위원장이 암호화폐 거래소가 증권거래소로 등록해야한다고 주장했다.,2021-09-14,1,70875,위원장 암호화폐 거래소 증권 거래소로 등록해야
up, 소각 관련 데이터 플랫폼 울트라사운드닷머니에 따르면 일 기준 이더리움 네트워크에서 소각한  물량이 만 개를 돌파했다. 현재 이더리움 네트워크는 누적  를 소각했으며 분당 .  블록 당 평균 . 를 소각하고 있다. 코인마켓캡 기준 는 현재 . 내린 . 달러에 거래되고 있다.,2021-09-14,1,70874,누적 소각량 만 개 돌파
up,블록체인 기술을 활용한 게임으로 유명한 위메이드의 위믹스월렛에서 위믹스토큰과 클레이을 스왑하는 기능이 추가됐다.,2021-09-14,1,70873,위메이드트리 위믹스 월렛으로 클레이 교환 가능해져
up,중국 기업 텐센트가 유네스코 세계문화유산으로 등재된 둔황석굴의 벽화를 대체불가토큰으로 발행했다고 년 월 일현지시간 더블록이 보도했다.,2021-09-14,1,70872,텐센트 세계문화유산 둔황석굴  발행한다
up,스택스 기반 시티코인 프로젝트에 따르면 미국 마이애미시 의회가 최근 투표를 통해 지역 특화 암호화폐 마이애미코인의 만 달러 규모 기부금 펀드 조성을 공식 허용한 것으로 나타났다. 해당 기부금 펀드는 이상 기후 현상을 해결하기 위한 프로그램 소외 지역사회를 위한 이니셔티브 암호화폐 교육 기관 등 마이애미 사회에 도움을 주는 프로젝트를 후원하는 데 사용될 예정이다.,2021-09-14,1,70871,마이애미시 만 달러 규모 마이애미코인 기부금 조성
up,에 따르면 미국 핀테크 앱 머니라이언이 공식 채널을 통해 오는 월 일부터 자사 앱에 비트코인 및 이더리움 거래 기능을 추가할 예정이라고 밝혔다. 또 머니라이언은 암호화폐로 체크카드 사용금액 중 일부를 결제할 수 있는 기능도 추가할 예정이라고 덧붙였다. 머니라이언은 월 말 뉴욕증권거래소 상장을 앞두고 있다.,2021-09-14,1,70870,핀테크 앱 머니라이언 암호화폐 거래 기능 추가 예고
up,암호화폐 전문 미디어 코인데스크에 따르면 조 바이든 미국 대통령이 일 상품선물거래위원회 위원장에 로스틴 베넘 현  위원장 대행을 지명하면서 법학 교수인 크리스틴 존슨과 전 연방정부 관료 크리스틴 골드스미스 로메로를  위원으로 지명할 계획이라고 밝혔다. 크리스틴 골드스미스 로메로는 현재 미국 버지니아 대학에서 겸임 교수로 재직하며 암호화폐 규제 관련 수업을 강의하고 있는 것으로 전해졌다.,2021-09-14,1,70869,바이든  위원에 암호화폐 규제 전문가 크리스티 로메로 지명 예고
up,세계 최대 자산운용사 블랙록의 릭 라이더  최고투자책임자가 야후파이낸스와 인터뷰에서 현재 암호화폐 시장에는 매도자보다 매수자가 더 많은 상황이라며 암호화폐 가격 상승 여력이 있다고 전망했다. 그는 암호화폐는 오랜기간 존재할 수 있는 내구성 자산 에 속하며 개인적으로 여러 투자 포트폴리오에 소량의 암호화폐를 보유 중이라며 벤처캐피털 주식을 보유하는 것과 같이 암호화폐를 보유함으로써 기반 기술인 블록체인의 발전을 이해하는 데 도움 받고 있다고 말했다.,2021-09-14,1,70868,블랙록 최고투자책임자 암호화폐는 내구성 자산... 상승 여력 있다
up,러시아 중앙은행이 현지 시중 은행들에게 암호화폐 관련 카드와 전자결제 거래를 차단하라고 경고했다.,2021-09-14,1,70867,러시아 중앙 은행들 불법 암호화폐 거래 차단해야
up,비트코이니스트에 따르면 알 켈리  비자 최고경영자가 최근 팟캐스트에 출연해 비트코인은 금의 디지털 후계자라며 비자는 암호화폐 구매 및 법정화폐와의 전환 서비스 제공을 위해 노력 중이며 암호화폐를 단순 결제수단이 아닌 현금의 이동수단이 되도록 하는 데 중점을 두고 있다고 말했다. 년 뒤 암호화폐 미래에 대해 그는 매우 성공할수도 반대로 실패로 끝날 수도 있다고 전망했다. 그는 년 뒤 미래를 예측할 만큼 나는 뛰어나지 않지만 비자가 현재 암호화폐 업계 한가운데 있다는 것은 확신한다고 말했다.,2021-09-14,1,70866,비자  암호화폐 결제 수단  현금 이동수단 되도록 할 것
up,암호화폐 데이터 플랫폼 댑레이더에 따르면 일 기준 액시인피니티 거래자 수가 만 명을 돌파했다. 총 거래액은 .억 달러 규모를 나타내며  컬렉션 거래액 중 위에 랭크됐다. 이어서 크립토펑크가 .억 달러의 거래액  명의 거래자 수를 기록하며 위에 올랐다. 코인마켓캡 기준 는 현재 . 내린 . 달러에 거래되고 있다.,2021-09-14,1,70865,액시인피니티 거래자 수 만 명 돌파
up,대형 유통업체 월마트가 라이트코인 결제를 지원한다는 가짜뉴스에 암호화폐 시장이 출렁였다.,2021-09-14,1,70864,월마트 라이트코인 지원 가짜뉴스에 암호화폐 시장 대소동
up,암호화폐 데이터 제공 업체 알터너티브의 자체 추산 공포탐욕 지수가 전날보다  포인트 떨어진 을 기록했다. 투심이 위축되며 공포 단계가 지속됐다. 해당 지수는 에 가까울수록 시장의 극단적 공포를 나타내며 에 가까울수록 극단적 낙관을 의미한다. 공포 탐욕 지수는 변동성 거래량  언급량 설문조사 비트코인 시총 비중 구글 검색량 등을 기준으로 산출된다.,2021-09-14,1,70863,크립토 공포탐욕 지수 ... 투심 악화
up,월가 주요 투자은행 모건스탠리가 암호화폐 전담 연구팀을 출범한다.,2021-09-14,1,70862,모건스탠리 암호화폐 전담 연구팀 신설암호화폐 중요성 높아져
up,블룸버그통신에 따르면 라이트코인 창업자 찰리 리가 최근 월마트가 라이트코인 결제를 도입한다는 허위 소식과 관련 라이트코인재단 소셜미디어 담당자가 허위 사실에 속아 우리 트위터 계정에 이를 게시했으며 가짜 뉴스임을 확인한 후 즉각 삭제했다며 허위 정보 유포 사건은 암호화폐 분야뿐 아니라 주식 시장에서도 종종 발생하며 이에 대해 우리 측이 책임질 의무가 없다고 말했다. 라이트코인 측이 이번 허위 사실을 유포한 게 아니냐는 일부 의혹에 대해 그는 라이트코인은 현재 약 만 개 가맹점에서 사용 중이라며 허위사실을 유포할 동기가 없다고 일축했다. 앞서  등 다수 매체가 월마트가 라이트코인 결제를 도입한다고 보도했으나 얼마 뒤 월마트 측이 해당 소식은 가짜뉴스라며 부인한 바 있다.,2021-09-14,1,70861,라이트코인 창업자 월마트 관련 허위사실 유포 우리 책임 없다
up,암호화폐 거래소 비트렉스 글로벌이 공식 트위터를 통해 한국시간 기준 일 시  마켓에 블록체인 기반 의료 서비스 플랫폼 미스블록의 자체 토큰 를 상장할 예정이라고 공지했다. 는 미스블록 플랫폼의 네이티브 토큰으로 사용자는 생태계에 참여해 의료 정보 공유 및 업무협약 병원 진료비 결제 등에  토큰을 활용할 수 있다.,2021-09-14,1,70860,비트렉스 글로벌 일  마켓에  상장
up,국내 암호화폐 거래소인 보라비트대표이사 강대구가 가상자산에 대한 트래블룰 과 자금세탁방지에 대응할 수 있는 시스템을 개발했다.,2021-09-14,1,70859,보라비트 암호화폐 자금세탁방지 시스템 출원
up,가 글래스노드 데이터를 인용 비트코인 일 이동평균 일일 온체인 트랜잭션 규모가 . 로 년래 최대 규모를 기록했다고 전했다. 한편 지난 월에는 비트코인 일 이동평균 일일 온체인 트랜잭션 수가 만 건을 기록해 년 수준으로 되돌림한 바 있다.,2021-09-14,1,70858,비트코인 온체인 트랜잭션 규모 년래 최대
up,암호화폐 거래소 비트마트가 공식 채널을 통해 한국시간 기준 일 시  및  마켓에 를 상장할 예정이라고 공지했다. 입금은 일 시 출금은 일 시 오픈된다. 공지에 따르면 비트마트는  상장 후 토큰 입금 프로모션 커뮤니티  트레이딩 프로모션 등일 진행할 예정이다.,2021-09-14,1,70857,비트마트 일  마켓에  상장
up,월마트 라이트코인 결제 도입 가짜뉴스 소동,2021-09-14,1,70855,토큰포스트 브리핑   위원장 암호화폐 거래소 대부분 에 등록해야
up,더블록에 따르면 암호화폐 비트코인의 기반이 되는 노드 운용 소프트웨어 개발 단체 비트코인 코어 가 일현지시간 최신 버전 .이 출시됐다고 밝혔다. 이번 업데이트를 통해 원격 프로시저 호출 빌드 시스템 월렛 그래픽 사용자 인터페이스 등 기능이 강화됐다는 설명이다.,2021-09-14,1,70854,비트코인 코어 최신 버전 . 출시
up,더블록에 따르면 비트코인 채굴기업 그리니지 제너레이션 과 기술지원 기업인 서포트닷컴.의 합병이 오는 월 일현지시간 마무리될 것으로 보인다. 미디어는 이에 따라 그리니지가 월 일 나스닥에 상장될 것으로 예상된다고 진단했다. 지난 월 더블록은 제너레이션이 나스닥 상장사인 서포트닷컴과 주식 대 주식 거래로 합병하기로 결정했다고 보도한 바 있다.,2021-09-14,1,70853,채굴업체 그리니지 월 일 나스닥 상장 예상
up,더블록에 따르면 미등록 증권판매 혐의로 미국 증권거래위원회로부터 피소된 개의 미디어 회사가 .억 달러에 합의했다. 이들 기업은 해당 혐의는 인정하지 않는다. 하지만 배상 및 벌금에는 동의한다고 밝혔다. 앞서 는 뉴욕 소재  미디어 그룹 사라카 미디어 그룹 애리조나 피닉스 소재 보이스 오브 구오   미디어 그룹을 미등록 불법 증권  제공 협의로 기소했고 밝혔다. 또한 는 와 사라카 그룹을 코인 달러라고 불리는 디지털 자산을 제공한 혐의를 추가했다. 해당 미디어 그룹들은 투자자들에게 주식 공모에 참여할 것을 요청하며 명 이상의 투자자로부터 .억 달러 규모의 자금을 조달했다.,2021-09-14,1,70852,미등록 증권 판매 혐의로  에 피소된 개 미디어 그룹 .억 달러에 합의
up,미국 증시 대 지수가 혼조세로 장을 마감했다. 다우지수가 . 상승   지수가 . 상승 나스닥 지수 . 하락하며 거래를 마쳤다.,2021-09-14,1,70851,증시 대 지수 혼조 마감
up,미국 하원에서 .조 달러 규모의 사회안전망 강화 예산안이 통과된 가운데 재원 마련 방안으로 암호화폐에 대한 위장매매 가 언급됐다. 미국 정치 전문 미디어 폴리티코가 업계 관계자 발언을 인용 현재 비공개 상태인 리차드 닐  세입세출 위원회 위원장의 계획 보고서에 재원 마련 방안으로 암호화폐 보유자에 대한 새로운 위장매매 규정이 포함됐다고 보도했다. 위장매매는 보유하고 있던 암호화폐를 일부러 손실을 보고 팔아 다시 구매한 뒤 손실액에 적용되는 과세 혜택을 이용하는 방식으로 전통증권 시장에서는 법으로 금지돼 있다. 이밖에 다국적 기업에 대한 세금 인상 개인 퇴직계좌 관련 한도 적용 등도 포함됐다. 미디어는 암호화폐에 대한 규정이 이달 말 전에 공개될 것으로 예상되는 법안에 포함될지 여부는 명확하지 않다고 설명했다.,2021-09-14,1,70850,.조 달러 복지예산 위한 재원마련에 암호화폐 위장매매 언급
up,미국 디지털 자산 전문 은행 아반티 파이낸셜  인 케이틀린 롱 이 자신의 트위터를 통해 월마트의  가짜 파트너십을 언급 사기꾼을 추적할 기관은 미국 증권거래위원회가 아닌 사법부라고 말했다. 그는 법 집행 기관이  거래 관련 정보를 거래소에 요청한 상태라고 덧붙였다. 앞서 월마트 측은  파트너십 관련 가짜 보도자료가 게재된 방법 등을 조사하고 있다고 밝혔다.,2021-09-14,1,70849,아반티  월마트 가짜  파트너십 관련  사법부 거래 정보 요청
up,외신에 따르면 게리 겐슬러 미국 증권거래위원회 위원장이 암호화폐 거래소에 와의 커뮤니케이션을 강화할 것을 촉구했다. 그는 앞서 지난 월 암호화폐 자산은 주로 거래소에서 거래된다. 이들을 포괄하는 투자자 보호제도가 마련되어야 한다. 이들이 등록하고 규제될 수 있도록 연방 차원에서의 규제가 필요하다고 밝힌 바 있다.,2021-09-14,1,70848,외신 미  위원장 거래소에 커뮤니케이션 강화 촉구
up,멀티체인 디파이 플랫폼 루빅 시총 위이 공식 블로그를 통해 탈중앙화 게임 플랫폼 와 파트너십을 체결했다고 발표했다. 루빅은  테스크탑 및 모바일 앱 내   위젯을 추가할 계획이다. 이를 통해 사용자들의 거래 편의성을 제고한다는 설명이다. 코인마켓캡 기준 는 현재 . 내린 . 달러에 거래되고 있다.,2021-09-14,1,70847,루빅 탈중앙화 게임 플랫폼 와 파트너십 체결
up,블룸버그 통신에 따르면 글로벌 투자은행 모건스탠리가 월스트리트의 암호화폐 시장 진출이 계속됨에 따라 암호화폐 연구팀을 새롭게 출범한다고 밝혔다. 해당 팀은 쉬나 샤가  시장전략가가 이끌게 되며 런던을 기반으로 암호화폐가 전세계 주식 및 채권에 미치는 영향 등을 연구할 계획이다. 이와 관련 시장 관계자는 모건스탠리에 암호화폐 전담 연구팀이 창설된다는 것은 전세계 시장에서 암호화폐 및 디지털자산의 중요성이 커지고 있다는 증거라고 평가했다.,2021-09-14,1,70846,모건스탠리 암호화폐 전담 연구팀 출범
up,미국 유명 헤지펀드 스카이브릿지캐피탈 의 최고경영자인 앤서니 스카라무치 가 자신의 트위터를 통해 기업의 암호화폐 시장 진출 확대를 위해 거래 플랫폼 와 파트너십을 체결했다고 밝혔다. 파트너십을 통해 이들 기업은  이니셔티브를 출시 일련의 펀드 투자 유치를 진행할 계획이다. 해당 펀드는 자산 기업증권  이니셔티브 내 자산 토큰화에 초점을 맞추고 있으며 첫 번째 펀드의 목표 금액은 .억 달러다.,2021-09-14,1,70845,스카이브릿지캐피탈  협업... .억 달러 펀드 출시 계획
up,유투데이에 따르면 캐나다 백만장자 케빈 오리어리 가 최근  방송에 출연 이더리움의 확장성 문제를 지적했다. 그는 이더리움은 너무 느리다며 와 경쟁할 다른 블록체인이 나타날 것이라고 말했다. 앞서 그는 이더리움의 가격이 사상 최고 수준까지 치솟았지만 이더리움은 영원히 비트코인의 밑이라고 평가한 바 있다.,2021-09-14,1,70844,억만장자 사업가 케빈 오리어리 너무 느려
up,이더리움 레이어 확장성 솔루션 개발사 옵티미즘이 공식 트위터를 통해 메인넷 처리량 한도를 두배로 늘렸다고 밝혔다. 이어 시간 기준 최대 건의 거래를 처리할 수 있다. 한도에 도달하면 가스 수수료가 자동 인상된다며 시스템에 대한 확신이 생기면서 처리량 한도를 점진적으로 늘리고 있다고 설명했다.,2021-09-14,1,70843,이더리움 확장성 솔루션 옵티미즘 메인넷 처리량 한도 두배로 확대
up, 뉴스그룹 보도에 따르면 키프로스 공화국 증권거래위원회가 일현지시간 암호자산서비스제공업체 등록절차 및 운영에 대한 세부정책을 발표했다. 는 암호화폐 자산이 각종 법률에서 지정하는 금융상품 혹은 디지털화폐 정의에 부합한다며 암호화폐가 중앙은행 혹은 공공기관에서 발행하지는 않지만 디지털 가치적 대표성을 가진다고 밝혔다. 새로 발표된 정책 프레임워크에 따라 암호화폐 관련 서비스 제공 업체는 자금세탁 및 테러 방지 규정을 준수해야 한다. 앞서 지난 월 의 디미트라 칼로게루  위원장은  설립 주년 기념 연설에서 암호화폐 서비스 제공 업체 등록제를 비롯해 암호화폐 관련 지침을 준비하고 있다. 감독관리는 자금세탁방지에 초점을 맞출 것이라고 밝힌 바 있다.,2021-09-14,1,70842,키프로스 암호화폐 정책 발표... 암호화폐 법적 지위 인정
down,에 따르면 글로벌 금융 투자 중개기업 인터랙티브 브로커즈 그룹  이 일현지시간 달러 기반 스테이블코인 의 발행사 팍소스 트러스트 컴퍼니  를 통해     거래 및 커스터디 서비스를 제공한다고 밝혔다.,2021-09-13,0,70841,글로벌 금융투자 중개업체 팍소스 통해 암호화폐 거래 및 커스터디 제공
down,복수의 외신에 따르면 월마트 측이 와의 파트너십 소식은 가짜 뉴스라고 공식 입장을 밝혔다.,2021-09-13,0,70840,월마트  파트너십은 가짜뉴스
down,가 를 포함한 다수의 미디어가 월마트와 의 파트너십 뉴스를 헤드라인으로 내보냈으나 실제 팩트인지 명확하게 밝혀지지 않고 있다고 전했다. 미디어에 따르면 월마트 측은 이에 대한 공식 입장을 밝히지 않은 상태다. 는 또한 공지사항에 공개된 연락 이메일 중 하나가 서비스가 중단된 웹사이트와 연결되어 있었다고 덧붙였다.,2021-09-13,0,70839,월마트 파트너십 뉴스 사실 여부 불명확
down, 데이터에 따르면 지난 시간 주요 거래소에서 .억 달러 규모의 암호화폐 선물 포지션이 강제 청산됐다.  포지션이 만 달러  포지션이 만 달러를 나타냈다.,2021-09-13,0,70838,지난 시간 .억 달러 규모 포지션 강제 청산
